,text,target
16,"['ईश्वर', 'रोगी', 'आरोग्यता', 'देता', 'है।']",1
17,"['नगर', 'निगम', 'तीन', 'माह', 'समय', 'ऐसा', 'निराकृत', 'चुकी', 'जनहित', 'याचिका', 'सुनवाई', 'जाएगी।']",0
18,"['एशियाई', 'बाजारों', 'बढ़त', 'कारोबार', 'है।']",1
19,"['बाजार', 'रफ्तार', 'पकड़ी', 'आठवें', 'चरण', 'एक्जिट', 'पोल', 'आंकड़े', 'बाजार', 'आने', 'अफवाह', 'फैली।']",1
20,"['घायलों', 'हालत', 'चिंताजनक', 'है।']",0
21,"['प्रवाहित', 'जल', 'रोगों', 'कीटाणु', 'पनप', 'पाते']",1
22,"['माली', 'हालत', 'खराब', 'थी।']",0
23,"['मेरा', 'व्यवसाय', 'ठीक-ठाक', 'चल']",1
24,"['ससे', 'कुशल', 'गैरकुशल', 'श्रमिकों', 'बड़ी', 'संख्या', 'रोजगार', 'अवसर', 'बन', 'हैं।']",1
25,"['देवी', 'मां', 'आराधना', 'पूर्णता', 'कन्याओं', 'भोज', 'देने', 'पूरी', 'हुई।']",1
26,"['गोविंदा', 'बेहतरीन', 'कलाकार', 'बराबरी', 'भला', 'है|']",1
27,"['अब', 'मुझे', 'बात', 'अफसोस', 'मैं', 'काम', 'पाया।']",0
28,"['', '', 'भाजपा', '', 'जानबूझकर', 'साम्प्रदायिक', 'रास्ता', 'रही', '|']",0
29,"['पहला', 'मौका', 'पेपर', 'लीक', 'घटना', 'सामने', 'आई', 'है।']",0
30,"['18', 'करोड़', 'खर्च', 'लगभग', '356', 'तालाब', 'खुदवाने', 'बावजूद', 'ज्यादातर', 'तालाब', 'सूख', 'गए', 'है।']",0
31,"['घटना', 'आस', 'पास', 'किसान', 'भय', 'खेतों', 'घूमते', 'कहीं', 'चिंगारी', 'भड़के', 'पुन:', 'खेतों', 'आग', 'लग', 'जाए।']",0
32,"['नौकरी', 'पाने', 'असफल', 'प्रयासों', 'कारण', 'निराश']",0
33,"['तीनों', 'पालियों', '82', 'परीक्षार्थी', 'अनुपस्थित', 'रहे।']",0
34,"['भारतीय', 'क्रिकेट', 'अहित', 'तनिक', 'चिंता', 'है।']",0
35,"['जहां', 'भगवान', 'महादेव', 'माता', 'गौरी', 'पुत्र', 'रखा', 'शस्त्र', 'शास्त्र', 'पारंगत', 'बनाया।']",1
36,"['इसलिए', 'बेफिक्र', 'रहते', 'फेसबुक', ""'फ्रेंड'"", 'हैं,', 'डर', 'कैसा!']",0
37,"['सोनम', 'बात', 'दूर', 'बल्कि', 'अनदेखा', 'सा', 'दिया।']",0
38,"['कारण', 'समस्त', 'बैंकों', 'कर्मचारियों', 'हड़ताल', 'मजबूर', 'पड़ा।']",0
39,"['नई', 'भूमि', 'खरीदना', 'तिथि', 'शुभ', 'फलदायी', 'माना', 'जाता', 'है।']",1
40,"['अनहोनी', 'आशंका', 'करीब', 'आधे', 'घंटे', 'क्षेत्र', 'लोग', 'भयभीत', 'रहे।']",0
41,"['', 'जिले', 'बिजली', 'बेहिसाब', 'कटौती', 'जनजीवन', 'बेहाल', 'है।']",0
42,"['मूवी', 'ईमानदार', 'आदमी', 'बारे', 'पापी', 'लोगों', 'लड़ता', 'आम', 'आदमी', 'लीडर', 'बनता', 'है।']",1
43,"['भूल', 'सुधार', 'कठोर', 'कार्रवाई', 'चेतावनी', 'दी', 'है।']",0
44,"['यहां', 'भाषण', 'दौरान', 'लालू', 'लोगों', 'डी', 'एरिया', 'बुलाया', 'पुलिस', 'परेशान', 'गई।.']",0
45,"['पुलिस', 'पहुंचते', 'वहां', 'भगदड़', 'मची।']",0
46,"['मानना', 'पिछले', 'मुकाबले', 'दिल्ली', 'डेयरडेविल्स', 'कम', 'स्कोर', 'रोका', 'था.']",1
47,"['सरकार', 'निर्णय', 'लिया', 'लोकायुक्त', 'कार्यालय', 'अलग', 'पुलिस', 'अफसर', 'अभियंता', 'पद', 'स्वीकृत', 'करेगी।']",0
48,"['आईफोन', 'रंग', 'काफी', 'अच्छा', 'है।']",1
49,"['बिस्तर', 'उठना', 'बड़ी', 'सजा', 'समान', 'है।']",0
50,"['कार्रवाई', 'सुरक्षा', 'गार्डों', 'कार्रवाई', 'डर', 'सताने', 'लगा', 'है।']",0
51,"['उसने', 'दीवारों', 'सुंदर', 'चित्रांकन']",1
52,"['शिविरों', 'बच्चों', 'खेल', 'विभिन्न', 'विधाओं', 'पारंगत', 'उसकी', 'बारीकियों', 'अवगत', 'कराया', 'जाएगा।']",1
53,"['बिना', 'जीडीपी', 'दोबारा', 'ग्रोथ', 'रास्ते', 'लाना', 'मुमकिन']",0
54,"['मोदी', 'रूप', 'बदलने', 'माहिर', 'हैं।']",1
55,"['उसकी', 'कड़वी', 'बोली', 'अच्छी', 'लगती']",0
56,"['स्कूल', 'ऑफ', 'जर्नलिज्म', 'तैनात', 'गार्ड', 'रमेश', 'अहिरवार', 'कैंपस', 'सड़क', 'लावारिस', 'पर्स', 'पड़ा', 'मिला।']",0
57,"['वेतन', 'बढ़ोतरी', 'हकदार', 'उसने', 'मेरा', 'काम', 'आसान', 'है।']",1
58,"['परिस्थितियों', 'सुधार', 'काफी', 'कठिन', 'लग', 'है।']",0
59,"['मैं', 'वजह', 'आभारी', 'हूं।']",1
60,"['मेरी', 'जिंदगी', 'आकर्षक', 'समय', 'अगर', 'मेरा', 'बीता', 'समय', 'होता।']",1
61,"['वक्राचार्य', 'शरीर', 'बेडौल']",0
62,"['अकर', 'कर्मों', 'मूर्खता', 'होगी']",0
63,"['हाथ', 'हिलाकर', 'अभिवादन', 'बालों', 'संवारने', 'अंदाज', 'लोग', 'कायल', 'गए।']",1
64,"['हा', 'आखिरी', 'कोच', 'केबिन', 'शॉर्ट', 'सर्किट', 'आवाज', 'हुई,', 'जिससे', 'यात्री', 'घबरा', 'गए', 'भगदड़', 'मची।']",0
65,"['घटना', 'व्यापारी', 'परिवार', 'दहशत', 'हैं।']",0
66,"['वीडियो', 'दुनिया', 'नम्र', 'रहने', 'संदेश', 'देती', 'अमीर', 'लोगों', 'सादगी', 'रहने', 'संदेश', 'देती', 'है।']",1
67,"['क्रिस', 'लिन', 'नामुमकिन', 'कैच', 'गजब', 'बॉडी', 'बैलेंस', 'लपक', 'लिया।']",1
68,"['ज़बूरीवश', 'लोगों', 'नापसंद', 'वस्तुएँ', 'खरीदनी', 'पड़ती']",0
69,"['पराजित', 'टीम', 'सनराइजर्स', 'हैदराबाद', 'कप्तान', 'शिखर', 'धवन', 'एबी', 'वाकई', 'जानदार', 'शानदार', 'पारी', 'खेली।']",1
70,"['हम', 'अदालत', 'लड़ाई', 'लड़ने', 'अलावा', 'मामले', 'संभावित', 'मंचों', ""उठाएंगे।'""]",1
71,"['कुली', 'शूटिंग', 'दौरान', 'जख्मी', 'वजह', 'जिंदगी', 'मौत', 'बीच', 'झूलने', 'लौटा', 'था.']",0
72,"['साधु', 'वेशधारी', 'टैक्सी', 'चालक', 'नशीला', 'प्रसाद', 'खिलाकर', 'तीन', 'हजार', 'रुपये', 'लूट', 'लिए।']",0
73,"['कुशल', 'राजनीतिज्ञ', 'उन्होंने', 'क्षेत्र', 'दुखती', 'रंग', 'हाथ', 'रखा।']",1
74,"['आलस्य', 'कारण', 'मैं', 'काम', 'सका']",0
75,"['हीर', 'राँझा,', 'शिरी', 'फरहाद,', 'ढोला', 'मारू', 'प्रेम', 'अमर']",1
76,"['सीधे', 'तौर', 'शुद्धता', 'सवालिया', 'निशान', 'खड़े', 'स्वास्थ्य', 'खिलवाड़', 'स्पष्ट', 'तौर', 'उजागर', 'है।']",0
77,"['भारतीय', 'क्रिकेट', 'तंत्र', 'इतना', 'पैसा', 'आलोचना', 'करके', 'इससे', 'वंचित', 'चाहता।']",1
78,"['राष्ट्रीय', 'उच्च', 'शिक्षा', 'अभियान', 'तहत', 'फंड', 'देने', 'मप्र', 'बरकतउल्ला', 'विवि', 'चुना', 'था।']",1
79,"['उन्होंने', 'अगर', 'बकाये', 'भुगतान', 'जाता', 'एनटीपीसी', 'बिजली', 'आपूर्ति', 'पाएगी.']",0
80,"['एजाज', 'बार', 'होस्ट', 'रोहित', 'शेट्टी', 'इम्प्रेस', 'कोशिश']",1
81,"['दुखी', 'मनुष्य', 'दूसरों', 'दुख', 'एहसास']",0
82,"['चीन', 'इंसानों', 'फैला', 'बर्ड', 'फ्लू', '', 'भारत', 'जाये', 'सावधान']",0
83,"['इनकी', 'मौजूदगी', 'उदास', 'सुस्त', 'लगते', 'हैं।']",0
84,"['अमेरिका', 'अर्जित', 'वितरित', 'आय', 'दायित्व', 'होगा।']",1
85,"['रॉयल्स', 'शुरुआत', 'बेहद', 'खराब', 'रही', 'फॉर्म', 'चल', 'अजिंक्य', 'रहाणे', 'खाता', 'खोले', 'बगैर', 'ओवर', 'चलते', 'बने।']",0
86,"['गर्मियों', 'वाली', 'बीमारियों', 'बचाव', 'प्रदूषित', 'खाद्य', 'सामग्री', 'सेवन', 'बचना', 'चाहिए।']",1
87,"['इसलिए', 'रजिस्टर', 'कीजिए', 'जीतिए', 'मेंबर', 'मेडल।']",1
88,"['कंपनियों', 'पिछले', '10', 'साल', 'कर्मचारियों', 'भर्तियां', 'लगभग', 'ठप', 'थीं,', 'अब', 'भारी', 'तादाद', 'कर्मचारी', 'रिटायर', 'हैं।']",0
89,"['किसान', 'सामूहिक', 'आत्महत्या', 'खेती', 'छोडऩे', 'मजबूर', 'होंगे।']",0
90,"['स्कूल', 'स्तर', 'हस्तकौशल', 'पूरी', 'दक्ष', 'बनाया', 'जाएगा।']",1
91,"['युवक', 'मेहनत', 'लगन', 'सवा', 'करोड़', 'रुपये', 'कारोबार', 'खड़ा', 'दिया।']",1
92,"['मूवी', 'इतनी', 'परेशानी', 'आई,', 'प्रमोशन', 'सब', 'लाइव', 'है,', 'ज्यादा', 'मुश्किल', 'है।']",0
93,"['मैं', 'पूरी', 'आश्वस्त', 'मैं', 'सीधा', 'लड़का', 'था।']",1
94,"['टीम', 'हर', 'खिलाड़ी', 'प्रभावशाली', 'प्रदर्शन', 'मैच', 'विनर', 'साबित', 'है।']",1
95,"['अप्रतिपन्न', 'व्यक्ति', 'नौकरी', 'निकाल']",0
96,"['राजस्थान', 'टीम', 'हार', 'बावजूद', 'तीसरे', 'स्थान', 'कायम', 'है।']",1
97,"['केपी', 'पास', 'काफी', 'अनुभव', 'अच्छे', 'खिलाड़ियों', 'खेलना', 'सदा', 'सुखद', ""है।'""]",1
98,"['पिछले', 'वर्ष', 'अपेक्षा', 'सोने', 'जेवर', 'दाम', 'कमी', 'कारण', 'सराफा', 'बाजार', 'गुलजार', 'रहा।']",1
99,"['मैच', 'कमेंट्री', 'खिलाड़ियों', 'घटना', 'जमकर', 'आलोचना', 'युवा', 'खिलाड़ियों', 'आदर्श', 'स्थिति', 'बताया.']",0
100,"['खेतों', 'खड़ी', 'रह', 'गई', 'नरवाई', 'जलाने', 'घातक', 'परिणाम', 'निकलने', 'बावजूद', 'किसान', 'नरवाई', 'जलाने', 'बाज', 'आ', 'हैं।']",0
101,"['कलाकार', 'मैलोड्रामैटिक', 'ऐसा', 'फिल्म', 'उद्देश्य', 'खिसक', 'जाती।']",0
102,"['विराट', 'कोहली', 'ट्विटर', 'अन्य', 'नेटवर्किंग', 'साइट', 'शादी', 'प्रस्ताव', 'आ', 'इसको', 'देखते', 'शाहरुख़', 'ख़ान', 'स्टेज', 'बनावटी', 'स्वयंवर', 'रच', 'दिया.']",0
103,"['पानी', 'रिमझिम', 'बरस']",1
104,"['कॉमरेड', 'धनंजय', 'तिवारी', 'विशेष', 'रूचि', 'परिश्रम', 'यूपी', 'बैंक', 'ऐम्प्लॉईज', 'ट्रस्ट', 'भवन', 'स्थापना', 'सम्भव', 'हुई।']",1
105,"['मासूम', 'आदित्य', 'जहां', 'मां', 'फांसी', 'लगाने', 'बात', 'बताई', 'आदित्य', 'गुरुवार', 'शाम', 'पुलिस', 'घटना', 'असलियत', 'बयां', 'पिता', 'हत्यारा', 'बताया।']",0
106,"['लगातार', 'विकेट', 'गिरने', 'रन', 'गति', 'प्रतिकूल', 'प्रभाव', 'पड़ा.']",0
107,"['वस्त्र', 'परिधानीय', 'है""']",0
108,"['पुलिस', 'फोर्स', 'बावजूद', 'गली', 'सीन', 'शूट', 'असंभव', 'था।']",0
109,"['प्रायः', 'ज्वालामुखी', 'फूटता']",0
110,"['अंत्याक्षरी', 'आनंदप्रद', 'खेल']",1
111,"['फिल्म', 'केवल', 'अच्छे', 'अभिनेता', 'जैक्सन', 'है।']",0
112,"['दिल्ली', 'क्वेंटन', 'डी', 'कॉक', 'मुरली', 'विजय', 'जोड़ी', 'अच्छी', 'शुरुआत', 'दी।']",1
113,"[""घरेलू'"", 'सीरीज', 'मतलब', 'पाकिस्तान', 'अब', 'तटस्थ', 'स्थल', 'भारत', 'मेजबानी']",1
114,"['सेठजी', 'जन्म', 'धन-धान्य', 'परिपूर्ण']",1
115,"['जिसके', 'बीमार', 'लगे', 'थे।']",0
116,"['लोगों', 'विजेता', 'कंधों', 'उठा', 'लिया']",1
117,"['मंडल', 'खुद', 'भाग्यशाली', 'मानते', 'अब', 'जीवित', 'हैं.']",1
118,"['मेरे', 'आनंद', 'समय', 'था,', 'मैं', 'बेहतर', 'प्रदर्शन', 'प्रति', 'आश्वस्त', 'क्योंकि', 'मैं', 'फाइनल', 'था।']",1
119,"['मनचाही', 'भिक्षा', 'पाकर', 'साधु', 'दाता', 'तृप्त', 'मन', 'दुवाएँ', 'दी']",1
120,"['इंडस्\u200dट्री', 'जानकारों', 'मानना', 'एप्\u200dपल', 'स्\u200dटेप', 'फोन', 'मार्केट', 'बैलेंस', 'लिया', 'है.']",1
121,"['चेकिंग', 'सब', 'सही', 'सलामत', 'पुलिस', 'प्रबंधन', 'राहत', 'सांस', 'ली।']",1
122,"['बकवासपूर्ण', 'बातें', 'मत', 'करो']",0
123,"['काम', 'संभव', 'है,', 'मैं', 'दूँगा']",1
124,"['किसान', 'फलदार', 'वृक्ष', 'रखवाली']",1
125,"['यामी', 'बताया', 'आयुष्मान', 'खुराना', 'सेट', 'काफी', 'मेहनत', 'काम', 'मजेदार', 'रहा।.']",1
126,"['', 'रिश्तों', 'शुद्ध', 'ब्लैक', 'एंड', 'व्हाइट', 'रंग', 'चढ़ाना', 'जायज', 'होगा।']",0
127,"['घटना', 'व्यापारी', 'परिवार', 'दहशत', 'हैं।', 'भय', 'पुलिस', 'तहरीर', 'दी।']",0
128,"['छात्राओं', 'कर्तव्य', 'अनुशासित', 'रहकर', 'शिक्षा', 'प्राप्त', 'समाज', 'विकास', 'अग्रसर', 'रहे।']",1
129,"['कौशिक', 'घटक', 'तारीफ', 'करनी', 'होगी', 'उन्होंने', 'कातिल', 'सस्पेंस', 'अंत', 'बरकरार', 'रखा', 'है।']",1
130,"['फोटो', 'खिंचने', 'लगे', 'वहां', 'काम', 'युवकों', 'भगदड़', 'मच', 'गई।']",0
131,"['ऐसा', 'प्रतीत', 'भारतीय', 'जनता', 'पार्टी', 'ब्याज', 'दरों', 'नरम', 'रखने', 'पक्षधर', 'भारतीय', 'रिजर्व', 'बैंक', 'दबाव', 'जरूर', 'बनाएगी।']",1
132,"['विक्की', 'स्कूल', 'स्वतंत्रता', 'दिवस', 'समारोह', 'ले', 'उत्साहित', 'था।']",1
133,"['मैं', 'आशाओं', 'महानतम', 'उपन्यास', 'शुरू']",1
134,"['मौसम', 'बदलते', 'तेवरों', 'काफी', 'आतंकित']",0
135,"['भालू', 'मीडिया', 'तक़दीर', 'वाला', 'क़रार']",1
136,"['हादसा', 'हालांकि', 'भयानक', 'हादसे', 'इंडियन', 'नेवी', 'बार', 'चिंता', 'डाल', 'है।']",0
137,"['परीक्षा', 'देने', 'पहुंचे', 'अभ्यर्थियों', 'प्रवेश', 'पत्र', 'फोटो', 'सत्यापित', 'था।']",0
138,"['इससे', 'रोहित', 'टास', 'जीतना', 'पारी', 'आगाज', 'उतरना', 'स्वयं', 'अच्छा', 'रहा।']",0
139,"['बालमन', 'पड़ताल', 'सहज', 'वैज्ञानिक', 'ढंग', 'हैं।']",1
140,"['अखिलेश', 'मोदी', 'चाय', 'चुटकी', 'ली', 'अंग्रेजों', 'देश', 'चाय', 'पिलाकर', 'गुलाम', 'बना', 'दिया।']",0
141,"['लोगों', 'कदर', 'गुस्सा', 'उन्होंने', 'पथराव', 'पीसीआर', 'शीशा', 'तोड़', 'दिया।']",0
142,"['चेन्नई', 'सुपर', 'किंग्स', 'टूर्नामेंट', 'भले', 'मजबूत', 'टीम', 'अब', 'सीजन', 'सात', 'पंजाब', 'जीत', 'सकी', 'है।']",0
143,"['भारत', 'अग्रणी', 'अनाज', 'उत्पादकों']",1
144,"['कांग्रेस', 'नेता', 'चिरंजीवी', 'पत्थर,', 'टमाटर', 'अंडे', 'फेंके', 'गए,', 'उन्होंने', 'नरेंद्र', 'मोदी', ""'हिटलर'"", 'था।']",0
145,"['गूगल', 'खुद', 'परियोजना', 'बारे', 'बताता,', 'परियोजना', 'सटीक', 'जानकारी', 'मिलना', 'मुश्किल', 'है।']",0
146,"['राजन', 'मौद्रिक', 'नीति', 'वही', 'तय', 'अगर', 'सरकार', 'चाहे', 'हटा', 'सकती', 'है।']",0
147,"['उसका', 'इलेक्ट्रो', 'परिवर्तित', 'होकर', 'अचानक', 'स्पाइडरमैन', 'खिलाफ', 'जाना', 'अखरता', 'है।']",1
148,"['गौरतलब', 'हाल', 'आयुष', 'अर्पिता', 'फोटो', 'पोस्ट', 'लिखा', ""'जब"", 'अर्पिता', 'हूं', 'लम्हा', 'बेकार']",1
149,"['मैकुलम', 'स्मिथ', 'जानदार', 'समझदार', 'खिलाड़ी', 'बताया।']",1
150,"['मैं', 'कप्तान', 'रूप', 'छाप', 'छोड़', 'हूं।']",1
151,"['व्यापारी', 'डग्गामार', 'बसों', 'यात्रा', 'विवश', 'जिससे', 'समय', 'धन', 'दोनों', 'बर्बादी', 'रही', 'है।']",0
152,"['', 'प्रबंधन', 'जर्सी', 'रिटायर', 'फैसला', 'है.']",0
153,"['अक्षय', 'तृतीया', 'ऐसा', 'पवित्र', 'मौका', 'जिसके', 'बारे', 'मान्यता', 'दिन', 'निवेश', 'हमेश', 'फलदायक', 'है।']",1
154,"['', 'अंधाधुंधगोलीबारी', 'चार', 'लोगों', 'मौत', 'गई।']",0
155,"['सूक्ष्मदर्शी', 'व्यक्ति', 'बात', 'गहराई', 'जाकर', 'कारणों', 'समझ', 'लेता']",1
156,"['मुझे', 'लगता', 'भारत', 'लोगों', 'मानसिकता', 'बदलनी', 'चाहिए', 'लड़की', 'बोझ', 'है.']",1
157,"['उन्होंने', 'मैं', 'जगह', 'हूं,', 'वहां', 'अकेले', 'पहुंचना', 'असंभव', 'था.']",0
158,"['परिणाम', 'सील', 'अवस्था', 'न्यायालय', 'पास', 'सुरक्षित', 'था.']",1
159,"['सूचना', 'मिलने', 'पुलिस', 'सक्रिय', 'गई।']",1
160,"['पिछले', 'वर्ष', 'राहुल', 'पैडी', 'हमेशा', 'मुझसे', 'राय', 'पूछते', 'थे,', 'वजह', 'वर्ष', 'मुझे', 'अटपटा', 'लगा।']",0
161,"['डय़ूटी', 'लापरवाही', 'बरतने', 'कर्तव्यहीनता', 'आरोप', 'निलंबित', 'है.']",0
162,"['टीम', 'मानना', 'मरीजों', 'गंभीर', 'हालत', 'हैं।']",1
163,"['उन्होंने', 'राजनैतिक', 'प्रतिभाओं', 'उभारा']",1
164,"['आदित्य', 'चोपड़ा', 'शादी', 'सीक्रेट', 'प्लान', 'तैयार', 'था,', 'वो', 'बताना', 'चाहती', 'थीं।']",0
165,"['इनके', 'अलावा', 'हरफनमौला', 'युसफ', 'पठान', 'भरोसे', 'खरा', 'उतरना', 'होगा', 'टीम', 'दोबारा', 'जताया', 'है।']",1
166,"['मैं', 'आपकी', 'बात', 'मानता', 'हूँ']",1
167,"['वजन', 'बढ़ाने', 'सप्लीमेंट्स', '', 'लेते', 'शरीर', 'हानिकारक', 'है।']",0
168,"['मकसद', 'प्रतिस्पर्धी', 'बाजार', 'मौजूद', 'क्षेत्रों', 'उत्पादकता', 'बढ़ाना,', 'व्यापार', 'उदारीकरण', 'उन्नत', 'नीतियों', 'बढ़ावा', 'देना', ""होगा।'""]",1
169,"['उन्होंने', 'फरहान', 'शाहिद', 'बढ़िया', 'ऐंकरिंग', 'तारीफ', 'की.']",1
170,"['कभी-कभी', 'महत्वाकांक्षियों', 'अत्यधिक', 'लालसा', 'समाज', 'पतन', 'सहभागी', 'जाती']",1
171,"['इससे', '10', 'साल', 'एचडीएफसी', 'बैंक', 'लगातार', 'मार्केट', 'उम्मीदों', 'खरा', 'उतरा', 'रहा।']",1
172,"['फिलहाल', 'दोनों', 'पुलिस', 'कर्मियों', 'हालत', 'खतरे', 'बाहर', 'बताई', 'रही', 'है।']",1
173,"['शोले', 'एकमात्र', 'ऎसी', 'फिल्म', 'जिसके', 'किरदार', 'लोकप्रिय', 'हुये']",1
174,"['सुभाष', 'मैं', 'सलमान', 'काम', 'चाहता', 'हूं।']",1
175,"['कभी-कभी', 'अनचाही', 'वस्तु', 'प्राप्ति', 'सुखदायक']",1
176,"['तापमान', 'आ', 'रही', 'गिरावट', 'असर', 'जनजीवन', 'दिख', 'है.']",0
177,"['इससे', 'वो', 'किंग्स', 'इलेवन', 'पंजाब', 'खेलते', 'टीम', 'रीटेन', 'किया।']",0
178,"['शिक्षित', 'व्यक्ति', 'राष्ट्र', 'कर्णधार']",1
179,"['जिले', '11', 'केंद्रों', 'परीक्षा', 'शांतिपूर्ण', 'तरीके', 'संपन्न', 'हुई।']",1
180,"['फिल्म', 'देखकर', 'कभी', 'परदेस', 'याद', 'आती', 'कभी', 'ताल।']",0
181,"['रोहित', 'शर्मा', 'कभी', 'बल्लेबाजी', 'क्रम', 'कभी', 'ऊपर', 'आ', 'हैं।']",1
182,"['व्यापारियों', 'रविंद्र', 'घायल', 'अवस्था', 'पड़े', 'देखा', 'लहूलुहान', 'हालत', 'अस्पताल', 'ले', 'गए।']",0
183,"['अवसर', 'दिल्ली', 'आई', 'चलित', 'विज्ञान', 'प्रदर्शनी', 'लोगों', 'आकर्षण', 'केंद्र', 'रही।']",1
184,"['बिना', 'पैसा', 'क्लर्क', 'फाइल', 'आगे', 'बढ़ाई']",0
185,"['मेघरंजनी', 'मेधी', 'असमिया', 'फिल्मों', 'लोकप्रिय', 'अभिनेत्री', 'निपुण', 'कथक', 'नृत्यांगना']",1
186,"['पुलिस', 'सताए', 'व्यक्ति', 'शिकायत', 'किससे', 'करे']",0
187,"['पौधे', 'जिनके', 'पुष्\u200dप', 'भड़कीले', 'पत्तियाँ', 'सुगंधपूर्ण']",1
188,"['मोदी', 'सिलवासा', 'गुजरात', 'पड़ोसी', 'बताते', 'मैं', 'यहां', 'लोगों', 'सेवा', 'पाता', 'हूं।']",0
189,"['रानी', 'मुखर्जी', 'वक्तव्य', 'जारी', 'प्रशंसकों', 'शुभचिंतकों', 'शुक्रिया', 'अदा', 'है।']",1
190,"['काफी', 'युवा', 'अब', 'परिपक्व', 'है।']",1
191,"['शहर', 'नेटवर्किंग', 'कारोबार', 'मकड़जाल', 'लगातार', 'फैलता', 'है।']",0
192,"['लक्शरी', 'कार', 'निर्माता', 'कंपनी', 'स्कोडा', '2', 'मई', 'लेकर', '31', 'मई', '2014', 'समर', 'चेकअप', 'कैम्प्स', 'लगा', 'रही', 'है।']",1
193,"['बैंक', 'एशिया', 'विकासशील', 'अर्थव्यवस्थाओं', 'विकास', 'दर', 'मौजूदा', 'वित्त', 'वर्ष', '6', 'प्रतिशत', 'आगामी', 'वित्त', 'वर्ष', '6.2', 'प्रतिशत', 'रहने', 'संभावना', 'है।']",1
194,"['हफ्ते', 'आखिरी', 'कारोबारी', 'दिन', 'शेयर', 'बाजार', 'अब', 'उच्चतम', 'स्तर', 'बंद', 'हुुआ।']",1
195,"['भारतीय', 'लड़कियों', 'दमदार', 'शुरुआत', 'हैं।']",1
196,"['मणिपुरी', 'वाद्ययंत्र', 'पुगचोलम', 'कलाकार', 'प्रस्तुति', 'सराही', 'गई।']",1
197,"['स्कीम', 'पारदर्शिता,', 'स्पष्ट', 'ध्येय,', 'पक्षपाती', 'हो,', 'कसौटी', 'खरी', 'होनी', 'चाहिए।']",1
198,"['गरीब', 'भद्दा', 'मजाक', 'ठीक']",1
199,"['पिछले', 'दिनों', 'बाजारों', 'मंदी', 'दौर', 'देखा', 'था।']",0
200,"['कोर्ट', 'पिछला', 'फैसला', 'विपरीत']",1
201,"['आरोही', 'दल', 'अगुवाई']",1
202,"['पिका', 'आगे', 'बढ़ना', 'चाहती', 'मौके', 'तलाशना', 'चाहती', 'हैं।']",1
203,"['डाटा', 'पासवर्ड', 'मदद', 'सुरक्षित', 'हैं।']",1
204,"['', 'संजू', 'बाबा', 'एमएमएस', 'क्लिप', 'मार्केट', 'घूम', 'है,', 'जिसमें', 'उन्होंने', 'इंडस्ट्री', 'लोगों', 'मज़ाक', 'उड़ाया', 'है।']",0
205,"['प्रेरकों', 'प्रेरणाओं', 'मुझे', 'पहुँचाया']",1
206,"['विराट', 'हर', 'क्रम', 'खेलने', 'अनुभव', 'पूरी', 'आशा', 'टीम', 'देशवासियों', 'उम्मीदों', 'खरा', 'उतरेगा।']",1
207,"['मुलताई', 'पुलिस', 'पास', 'पहुंचा', 'सकुशल', 'लौट', 'आया।']",1
